aexp,id,z0_parent_id,M_total_200m,M_total_200c,M_total_500c
0.8514,1.0,15.0,4.9104e+14,3.6944e+14,2.4996e+14
0.8264,60.0,15.0,4.8345e+14,3.7322e+14,2.4763e+14
0.8011,23.0,15.0,4.6721e+14,3.7886e+14,2.4029e+14
0.778,82.0,15.0,4.5143e+14,3.6871e+14,2.5145e+14
0.7511,41.0,15.0,4.2288e+14,3.5657e+14,2.615e+14
0.7263,16.0,15.0,3.9808e+14,3.3741e+14,2.5526e+14
0.7015,6.0,15.0,3.7094e+14,3.1154e+14,2.1954e+14
0.675,27.0,15.0,3.3181e+14,2.5494e+14,1.4812e+14
0.6503,73.0,15.0,2.579e+14,1.8416e+14,1.3657e+14
0.6259,25.0,15.0,1.9758e+14,1.65e+14,1.2065e+14
0.6001,22.0,15.0,1.7264e+14,1.4982e+14,1.1243e+14
0.5753,37.0,15.0,1.6043e+14,1.4246e+14,1.109e+14
0.5517,58.0,15.0,1.5558e+14,1.3954e+14,1.0609e+14
0.526,39.0,15.0,1.5603e+14,1.3985e+14,1.0105e+14
0.5014,117.0,15.0,1.594e+14,1.4518e+14,9.9296e+13
0.4756,73.0,15.0,1.5847e+14,1.5197e+14,1.0262e+14
0.4517,128.0,15.0,1.4853e+14,1.4302e+14,1.1647e+14
0.4252,44.0,15.0,1.2797e+14,1.2309e+14,9.0313e+13
0.4005,41.0,15.0,9.3025e+13,8.4646e+13,4.3598e+13
0.3772,61.0,15.0,5.5889e+13,5.3048e+13,3.3824e+13
0.3504,2.0,15.0,4.7139e+13,4.5732e+13,3.3326e+13
0.3255,52.0,15.0,,,
0.3001,66.0,15.0,,,
0.2762,1.0,15.0,,,
0.2519,236.0,15.0,,,
0.2268,311.0,15.0,,,
1.0005,16.0,16.0,8.732e+14,5.4755e+14,3.9149e+14
0.9764,17.0,16.0,8.1334e+14,5.3492e+14,3.8233e+14
0.951,51.0,16.0,7.883e+14,5.2301e+14,3.7646e+14
0.9265,104.0,16.0,7.6676e+14,5.1301e+14,3.696e+14
0.9001,11.0,16.0,7.3541e+14,5.0699e+14,3.548e+14
0.8783,54.0,16.0,7.2613e+14,5.0241e+14,3.4926e+14
0.8514,55.0,16.0,7.218e+14,5.0149e+14,3.4013e+14
0.8264,100.0,16.0,7.1486e+14,5.1564e+14,3.2676e+14
0.8011,8.0,16.0,7.0906e+14,5.2616e+14,3.2471e+14
0.778,84.0,16.0,6.9731e+14,5.3551e+14,3.4582e+14
0.7511,74.0,16.0,6.7432e+14,5.4229e+14,3.8835e+14
0.7263,80.0,16.0,6.5572e+14,5.3574e+14,3.7528e+14
0.7015,66.0,16.0,6.2118e+14,5.2705e+14,3.3806e+14
0.675,230.0,16.0,5.6123e+14,4.7578e+14,3.3132e+14
0.6503,110.0,16.0,5.0346e+14,4.5194e+14,3.4617e+14
0.6259,16.0,16.0,4.6142e+14,4.0238e+14,3.0731e+14
0.6001,36.0,16.0,4.0414e+14,3.5912e+14,2.5717e+14
0.5753,195.0,16.0,3.6696e+14,3.1124e+14,1.3756e+14
0.5517,1570.0,16.0,2.2214e+14,1.5951e+14,8.569e+13
0.526,120.0,16.0,1.6205e+14,1.3846e+14,8.4475e+13
0.5014,369.0,16.0,1.4309e+14,1.2542e+14,7.1709e+13
0.4756,667.0,16.0,1.2826e+14,1.1906e+14,7.5526e+13
0.4517,391.0,16.0,1.1955e+14,1.1279e+14,7.8567e+13
0.4252,1298.0,16.0,9.0845e+13,7.7048e+13,3.7511e+13
0.4005,170.0,16.0,5.7569e+13,5.3879e+13,3.7275e+13
0.3772,363.0,16.0,3.9709e+13,3.7238e+13,2.37e+13
0.3504,67.0,16.0,2.0694e+13,1.9697e+13,1.2081e+13
0.3255,1111.0,16.0,,,
0.3001,342.0,16.0,,,
0.2762,2626.0,16.0,,,
0.2519,7973.0,16.0,,,
1.0005,17.0,17.0,7.8607e+14,6.1496e+14,4.0408e+14
0.9764,61.0,17.0,7.6244e+14,5.991e+14,4.5567e+14
0.951,31.0,17.0,7.4367e+14,5.8142e+14,4.4945e+14
0.9265,8.0,17.0,7.2286e+14,5.4604e+14,4.1419e+14
0.9001,207.0,17.0,6.8169e+14,4.9749e+14,2.9047e+14
0.8783,162.0,17.0,6.4702e+14,3.9209e+14,2.4218e+14
0.8514,263.0,17.0,5.8218e+14,3.3616e+14,2.2441e+14
0.8264,247.0,17.0,4.4527e+14,3.2635e+14,2.2433e+14
0.8011,307.0,17.0,4.0952e+14,3.1731e+14,2.3123e+14
0.778,113.0,17.0,3.9429e+14,3.0722e+14,2.2765e+14
0.7511,322.0,17.0,3.8409e+14,2.9591e+14,2.1219e+14
0.7263,426.0,17.0,3.7183e+14,2.8432e+14,2.0606e+14
0.7015,513.0,17.0,3.5109e+14,2.8274e+14,2.1029e+14
0.675,180.0,17.0,3.4028e+14,2.8913e+14,2.128e+14
0.6503,337.0,17.0,3.3833e+14,2.854e+14,2.0794e+14
0.6259,280.0,17.0,3.3345e+14,2.8467e+14,1.8805e+14
0.6001,534.0,17.0,3.1744e+14,2.7048e+14,1.8398e+14
0.5753,355.0,17.0,2.9031e+14,2.7382e+14,1.9423e+14
0.5517,471.0,17.0,2.7055e+14,2.5355e+14,1.9922e+14
0.526,370.0,17.0,2.3748e+14,2.2209e+14,1.6804e+14
0.5014,467.0,17.0,1.9544e+14,1.6945e+14,1.1472e+14
0.4756,97.0,17.0,1.5236e+14,1.364e+14,8.0471e+13
0.4517,570.0,17.0,1.0684e+14,1.0226e+14,7.8377e+13
0.4252,94.0,17.0,8.1444e+13,7.6072e+13,5.5506e+13
0.4005,928.0,17.0,5.9509e+13,5.6427e+13,3.3738e+13
0.3772,525.0,17.0,4.411e+13,4.2269e+13,2.7295e+13
0.3504,314.0,17.0,2.7682e+13,2.6725e+13,1.8632e+13
0.3255,431.0,17.0,,,
0.3001,386.0,17.0,,,
0.2762,169.0,17.0,,,
0.2519,912.0,17.0,,,
0.2268,121.0,17.0,,,
1.0005,19.0,19.0,5.6241e+14,3.6449e+14,2.4207e+14
0.9764,40.0,19.0,5.3304e+14,3.6955e+14,2.3627e+14
0.951,99.0,19.0,5.1213e+14,3.8142e+14,2.3821e+14
0.9265,73.0,19.0,4.9926e+14,3.9758e+14,2.5026e+14
0.9001,62.0,19.0,4.863e+14,3.9952e+14,2.9199e+14
0.8783,59.0,19.0,4.7341e+14,3.9514e+14,3.0517e+14
0.8514,78.0,19.0,4.5608e+14,3.8354e+14,3.0376e+14
0.8264,17.0,19.0,4.4498e+14,3.6397e+14,2.4835e+14
0.8011,2.0,19.0,4.2551e+14,3.0547e+14,2.0954e+14
0.778,5.0,19.0,3.7199e+14,2.8432e+14,1.8388e+14
0.7511,14.0,19.0,3.4082e+14,2.7138e+14,1.7988e+14
0.7263,3.0,19.0,3.1452e+14,2.6928e+14,1.9303e+14
0.7015,26.0,19.0,2.9793e+14,2.6913e+14,1.9396e+14
0.675,19.0,19.0,2.8038e+14,2.5477e+14,1.9551e+14
0.6503,6.0,19.0,2.5804e+14,2.2334e+14,1.7215e+14
0.6259,2.0,19.0,2.2574e+14,1.9919e+14,1.3116e+14
0.6001,18.0,19.0,1.8297e+14,1.5784e+14,1.0724e+14
0.5753,11.0,19.0,1.578e+14,1.3792e+14,9.9093e+13
0.5517,31.0,19.0,1.4632e+14,1.2926e+14,9.0885e+13
0.526,25.0,19.0,1.3865e+14,1.2283e+14,8.4308e+13
0.5014,47.0,19.0,1.3232e+14,1.2065e+14,8.1139e+13
0.4756,19.0,19.0,1.2594e+14,1.1719e+14,8.4962e+13
0.4517,76.0,19.0,1.1897e+14,1.1294e+14,8.2651e+13
0.4252,61.0,19.0,1.0441e+14,9.825e+13,7.099e+13
0.4005,6.0,19.0,9.1814e+13,8.62e+13,6.0792e+13
0.3772,79.0,19.0,8.6779e+13,8.3656e+13,6.0421e+13
0.3504,105.0,19.0,7.7755e+13,7.5006e+13,5.673e+13
0.3255,62.0,19.0,,,
0.3001,148.0,19.0,,,
0.2762,24.0,19.0,,,
0.2519,41.0,19.0,,,
0.2268,336.0,19.0,,,
0.2004,220.0,19.0,,,
0.1271,234.0,19.0,,,
1.0005,21.0,21.0,8.0027e+14,5.5879e+14,4.2582e+14
0.9764,11.0,21.0,7.9513e+14,5.5397e+14,4.185e+14
0.951,22.0,21.0,7.8627e+14,5.4712e+14,3.9849e+14
0.9265,10.0,21.0,7.7992e+14,5.3507e+14,3.9053e+14
0.9001,18.0,21.0,7.7064e+14,5.3071e+14,3.8337e+14
0.8783,9.0,21.0,7.6323e+14,5.3216e+14,3.8255e+14
0.8514,38.0,21.0,7.5064e+14,5.4081e+14,3.8187e+14
0.8264,13.0,21.0,7.3968e+14,5.5437e+14,3.8039e+14
0.8011,13.0,21.0,7.2068e+14,5.5182e+14,4.0664e+14
0.778,17.0,21.0,7.0344e+14,5.4778e+14,4.1772e+14
0.7511,11.0,21.0,6.7713e+14,5.3878e+14,3.9285e+14
0.7263,25.0,21.0,6.5234e+14,5.0218e+14,3.811e+14
0.7015,12.0,21.0,6.0547e+14,4.8979e+14,3.5292e+14
0.675,28.0,21.0,5.7801e+14,4.84e+14,3.2974e+14
0.6503,11.0,21.0,5.7014e+14,4.7385e+14,3.244e+14
0.6259,7.0,21.0,5.3717e+14,4.7993e+14,3.0093e+14
0.6001,4.0,21.0,4.9414e+14,4.4683e+14,3.3676e+14
0.5753,8.0,21.0,4.5572e+14,4.352e+14,3.3453e+14
0.5517,19.0,21.0,4.1098e+14,3.8404e+14,2.8915e+14
0.526,13.0,21.0,3.235e+14,3.0121e+14,2.3874e+14
0.5014,10.0,21.0,2.5218e+14,2.2962e+14,1.334e+14
0.4756,25.0,21.0,1.2777e+14,1.0898e+14,7.2162e+13
0.4517,7.0,21.0,9.7746e+13,8.9876e+13,6.8455e+13
0.4252,28.0,21.0,8.8761e+13,8.2897e+13,6.142e+13
0.4005,33.0,21.0,8.07e+13,7.6037e+13,5.5605e+13
0.3772,33.0,21.0,7.939e+13,7.5741e+13,5.2241e+13
0.3504,11.0,21.0,7.9381e+13,7.7257e+13,5.414e+13
0.3255,38.0,21.0,,,
0.3001,63.0,21.0,,,
0.2762,350.0,21.0,,,
0.2519,111.0,21.0,,,
0.2268,703.0,21.0,,,
1.0005,23.0,23.0,7.239e+14,6.3566e+14,4.7185e+14
0.9764,36.0,23.0,7.2325e+14,6.2697e+14,5.1886e+14
0.951,52.0,23.0,6.8875e+14,6.0361e+14,4.7567e+14
0.9265,12.0,23.0,6.667e+14,5.4271e+14,2.9972e+14
0.9001,152.0,23.0,6.2087e+14,3.2968e+14,2.1455e+14
0.8783,147.0,23.0,4.6723e+14,2.8818e+14,1.9836e+14
0.8514,177.0,23.0,3.6425e+14,2.7034e+14,1.4271e+14
0.8264,203.0,23.0,3.3565e+14,2.2971e+14,1.2189e+14
0.8011,147.0,23.0,3.0214e+14,2.0033e+14,1.2505e+14
0.778,229.0,23.0,2.4446e+14,1.883e+14,1.3621e+14
0.7511,23.0,23.0,2.2173e+14,1.792e+14,1.2876e+14
0.7263,280.0,23.0,2.0686e+14,1.6693e+14,1.117e+14
0.7015,250.0,23.0,1.9111e+14,1.4763e+14,1.0318e+14
0.675,319.0,23.0,1.7e+14,1.3658e+14,9.6298e+13
0.6503,367.0,23.0,1.5864e+14,1.2815e+14,9.113e+13
0.6259,213.0,23.0,1.5031e+14,1.24e+14,8.888e+13
0.6001,518.0,23.0,1.4086e+14,1.2702e+14,8.8525e+13
0.5753,408.0,23.0,1.2809e+14,1.1749e+14,9.5963e+13
0.5517,249.0,23.0,1.1934e+14,1.0936e+14,8.6351e+13
0.526,282.0,23.0,1.0831e+14,9.4263e+13,6.7864e+13
0.5014,661.0,23.0,9.627e+13,8.5801e+13,6.3427e+13
0.4756,681.0,23.0,9.7238e+13,9.0112e+13,6.5022e+13
0.4517,1472.0,23.0,9.729e+13,9.1604e+13,6.7988e+13
0.4252,1119.0,23.0,9.1555e+13,8.9563e+13,6.182e+13
0.4005,118.0,23.0,7.32e+13,7.1717e+13,6.3756e+13
0.3772,261.0,23.0,6.235e+13,6.0821e+13,4.2217e+13
0.3504,263.0,23.0,3.4579e+13,3.2602e+13,1.8846e+13
0.3255,1427.0,23.0,,,
0.3001,2119.0,23.0,,,
0.2762,724.0,23.0,,,
0.2519,3423.0,23.0,,,
0.2268,1681.0,23.0,,,
1.0005,25.0,25.0,6.4899e+14,4.2961e+14,3.1228e+14
0.9764,68.0,25.0,6.2583e+14,4.2311e+14,3.1361e+14
0.951,108.0,25.0,6.0644e+14,4.2039e+14,3.1407e+14
0.9265,143.0,25.0,5.9733e+14,4.1696e+14,3.0646e+14
0.9001,51.0,25.0,5.9352e+14,4.1634e+14,2.9204e+14
0.8783,116.0,25.0,5.9578e+14,4.1675e+14,2.9371e+14
0.8514,52.0,25.0,6.017e+14,4.2446e+14,2.7599e+14
0.8264,36.0,25.0,6.0166e+14,4.5443e+14,2.6238e+14
0.8011,227.0,25.0,5.9265e+14,4.7596e+14,2.6609e+14
0.778,251.0,25.0,5.6444e+14,4.8291e+14,3.0033e+14
0.7511,65.0,25.0,5.4574e+14,4.9565e+14,4.1458e+14
0.7263,9.0,25.0,5.2225e+14,4.704e+14,3.879e+14
0.7015,120.0,25.0,4.7086e+14,3.7338e+14,1.8394e+14
0.675,829.0,25.0,3.4199e+14,2.1827e+14,1.0945e+14
0.6503,466.0,25.0,2.4894e+14,1.6584e+14,8.8674e+13
0.6259,402.0,25.0,1.6299e+14,1.2858e+14,6.4806e+13
0.6001,50.0,25.0,1.2689e+14,9.8644e+13,4.8971e+13
0.5753,928.0,25.0,9.9115e+13,8.5399e+13,5.0134e+13
0.5517,386.0,25.0,8.8075e+13,7.7663e+13,4.9442e+13
0.526,542.0,25.0,7.5367e+13,6.6071e+13,3.2334e+13
0.5014,1258.0,25.0,6.3131e+13,5.6552e+13,3.2521e+13
0.4756,563.0,25.0,5.684e+13,5.1235e+13,3.355e+13
0.4517,618.0,25.0,4.7953e+13,4.3594e+13,3.0754e+13
0.4252,2750.0,25.0,3.9383e+13,3.4784e+13,1.3285e+13
0.4005,1587.0,25.0,1.8913e+13,1.6096e+13,6.9616e+12
0.3772,2494.0,25.0,1.229e+13,1.1196e+13,4.5263e+12
0.3504,1549.0,25.0,1.128e+13,1.0383e+13,4.1972e+12
0.3255,994.0,25.0,,,
1.0005,26.0,26.0,1.2254e+15,8.3759e+14,5.4317e+14
0.9764,33.0,26.0,1.1884e+15,7.956e+14,4.9783e+14
0.951,50.0,26.0,1.1221e+15,7.5917e+14,4.717e+14
0.9265,98.0,26.0,1.0271e+15,7.3548e+14,4.7758e+14
0.9001,82.0,26.0,9.6483e+14,6.8151e+14,4.8022e+14
0.8783,26.0,26.0,9.4274e+14,6.7428e+14,4.8611e+14
0.8514,62.0,26.0,9.0819e+14,6.6017e+14,4.6752e+14
0.8264,39.0,26.0,8.7495e+14,6.3421e+14,4.1387e+14
0.8011,51.0,26.0,8.5343e+14,5.8664e+14,3.8947e+14
0.778,130.0,26.0,7.9374e+14,5.8608e+14,3.8047e+14
0.7511,124.0,26.0,7.4643e+14,5.9083e+14,4.1751e+14
0.7263,78.0,26.0,7.1892e+14,5.7881e+14,4.4183e+14
0.7015,21.0,26.0,7.1044e+14,5.6458e+14,4.1533e+14
0.675,38.0,26.0,6.9546e+14,5.6677e+14,3.3732e+14
0.6503,134.0,26.0,6.3889e+14,5.3759e+14,3.703e+14
0.6259,125.0,26.0,5.9243e+14,5.5098e+14,3.9027e+14
0.6001,90.0,26.0,5.5159e+14,5.1182e+14,3.906e+14
0.5753,10.0,26.0,4.8487e+14,4.4405e+14,3.4664e+14
0.5517,367.0,26.0,4.1812e+14,3.7435e+14,2.3364e+14
0.526,1227.0,26.0,2.8411e+14,2.2592e+14,1.2021e+14
0.5014,778.0,26.0,1.7662e+14,1.559e+14,9.8826e+13
0.4756,371.0,26.0,1.392e+14,1.2837e+14,8.4592e+13
0.4517,351.0,26.0,1.1905e+14,1.1219e+14,8.1632e+13
0.4252,375.0,26.0,1.0777e+14,1.0311e+14,7.78e+13
0.4005,261.0,26.0,7.6312e+13,7.2277e+13,4.4473e+13
0.3772,1141.0,26.0,4.7836e+13,4.4549e+13,2.5649e+13
0.3504,91.0,26.0,3.7582e+13,3.6249e+13,2.7245e+13
0.3255,352.0,26.0,,,
0.3001,335.0,26.0,,,
0.2762,411.0,26.0,,,
0.2519,17.0,26.0,,,
0.2268,176.0,26.0,,,
1.0005,27.0,27.0,7.9142e+14,4.991e+14,3.6515e+14
0.9764,13.0,27.0,7.7185e+14,4.9507e+14,3.6085e+14
0.951,13.0,27.0,7.5108e+14,4.9346e+14,3.501e+14
0.9265,20.0,27.0,7.3962e+14,4.9539e+14,3.4138e+14
0.9001,91.0,27.0,7.262e+14,5.0225e+14,3.4039e+14
0.8783,93.0,27.0,7.1299e+14,5.0872e+14,3.3959e+14
0.8514,24.0,27.0,6.9172e+14,5.157e+14,3.4555e+14
0.8264,44.0,27.0,6.7435e+14,5.1623e+14,3.4503e+14
0.8011,56.0,27.0,6.5616e+14,5.0578e+14,3.4482e+14
0.778,36.0,27.0,6.3102e+14,4.9196e+14,3.3911e+14
0.7511,26.0,27.0,5.9265e+14,4.7249e+14,3.284e+14
0.7263,39.0,27.0,5.4722e+14,4.3888e+14,3.3324e+14
0.7015,11.0,27.0,5.0412e+14,4.1232e+14,3.031e+14
0.675,73.0,27.0,4.7015e+14,3.7796e+14,2.5735e+14
0.6503,14.0,27.0,4.3758e+14,3.4399e+14,2.3788e+14
0.6259,14.0,27.0,4.2716e+14,3.4837e+14,2.3055e+14
0.6001,84.0,27.0,4.1986e+14,3.7078e+14,2.3676e+14
0.5753,105.0,27.0,4.0457e+14,3.7617e+14,2.644e+14
0.5517,61.0,27.0,3.8351e+14,3.5518e+14,2.6744e+14
0.526,19.0,27.0,3.5311e+14,3.2059e+14,2.1986e+14
0.5014,31.0,27.0,2.8908e+14,2.4608e+14,1.5155e+14
0.4756,41.0,27.0,2.278e+14,2.0725e+14,1.4033e+14
0.4517,209.0,27.0,1.9838e+14,1.8135e+14,1.2039e+14
0.4252,33.0,27.0,1.6945e+14,1.576e+14,1.0581e+14
0.4005,59.0,27.0,1.5123e+14,1.4084e+14,9.5278e+13
0.3772,13.0,27.0,1.3377e+14,1.2743e+14,9.1993e+13
0.3504,7.0,27.0,1.1819e+14,1.1302e+14,8.0878e+13
0.3255,6.0,27.0,,,
0.3001,2.0,27.0,,,
0.2762,67.0,27.0,,,
0.2519,104.0,27.0,,,
0.2268,83.0,27.0,,,
0.2004,25.0,27.0,,,
1.0005,29.0,29.0,1.0155e+15,7.0836e+14,4.6898e+14
0.9764,27.0,29.0,1e+15,6.5986e+14,4.5612e+14
0.951,95.0,29.0,9.7936e+14,6.4886e+14,4.4028e+14
0.9265,60.0,29.0,9.2765e+14,6.4248e+14,4.416e+14
0.9001,7.0,29.0,8.7604e+14,6.5312e+14,4.3977e+14
0.8783,28.0,29.0,8.3577e+14,6.5667e+14,4.6055e+14
0.8514,37.0,29.0,7.9538e+14,6.4787e+14,4.8544e+14
0.8264,6.0,29.0,7.5758e+14,6.2955e+14,4.6102e+14
0.8011,11.0,29.0,7.2917e+14,5.827e+14,3.9534e+14
0.778,4.0,29.0,6.9085e+14,5.2074e+14,3.8185e+14
0.7511,29.0,29.0,6.1289e+14,4.9282e+14,3.5189e+14
0.7263,14.0,29.0,5.87e+14,4.7051e+14,3.3288e+14
0.7015,1.0,29.0,5.5558e+14,4.5269e+14,3.2895e+14
0.675,44.0,29.0,5.3749e+14,4.4266e+14,3.3077e+14
0.6503,22.0,29.0,5.3719e+14,4.4771e+14,3.2572e+14
0.6259,73.0,29.0,5.3761e+14,4.5057e+14,3.1856e+14
0.6001,38.0,29.0,5.2984e+14,4.7515e+14,3.2008e+14
0.5753,18.0,29.0,4.9917e+14,4.4998e+14,3.3714e+14
0.5517,23.0,29.0,4.5485e+14,4.1715e+14,3.1142e+14
0.526,110.0,29.0,4.0694e+14,3.6385e+14,2.2543e+14
0.5014,45.0,29.0,2.9175e+14,2.59e+14,1.6207e+14
0.4756,11.0,29.0,2.5731e+14,2.4071e+14,1.6598e+14
0.4517,56.0,29.0,2.3954e+14,2.3342e+14,1.9259e+14
0.4252,12.0,29.0,2.0332e+14,1.9885e+14,1.6681e+14
0.4005,24.0,29.0,1.4334e+14,1.2604e+14,6.7158e+13
0.3772,82.0,29.0,7.3869e+13,6.6868e+13,4.3749e+13
0.3504,3.0,29.0,5.4038e+13,5.2129e+13,3.7773e+13
0.3255,117.0,29.0,,,
0.3001,170.0,29.0,,,
0.2762,45.0,29.0,,,
0.2519,64.0,29.0,,,
1.0005,31.0,31.0,8.2047e+14,6.7093e+14,4.7597e+14
0.9764,9.0,31.0,8.0601e+14,6.7911e+14,4.9915e+14
0.951,20.0,31.0,7.8851e+14,6.6487e+14,5.0948e+14
0.9265,21.0,31.0,7.7168e+14,6.3204e+14,4.5688e+14
0.9001,26.0,31.0,7.514e+14,5.3177e+14,3.9737e+14
0.8783,19.0,31.0,7.0454e+14,4.755e+14,3.4366e+14
0.8514,65.0,31.0,5.8705e+14,3.9451e+14,2.2378e+14
0.8264,33.0,31.0,5.3776e+14,3.0301e+14,2.0792e+14
0.8011,97.0,31.0,4.5298e+14,2.8818e+14,1.9158e+14
0.778,20.0,31.0,4.1383e+14,3.0373e+14,1.9031e+14
0.7511,98.0,31.0,4.0431e+14,3.2801e+14,1.9347e+14
0.7263,70.0,31.0,3.9201e+14,3.347e+14,2.063e+14
0.7015,30.0,31.0,3.9023e+14,3.39e+14,2.4414e+14
0.675,21.0,31.0,3.7535e+14,3.2678e+14,2.4773e+14
0.6503,136.0,31.0,3.6157e+14,3.1714e+14,1.6755e+14
0.6259,45.0,31.0,2.828e+14,2.0929e+14,1.2875e+14
0.6001,2.0,31.0,1.921e+14,1.6574e+14,1.2387e+14
0.5753,64.0,31.0,1.6444e+14,1.4373e+14,9.6579e+13
0.5517,59.0,31.0,1.3874e+14,1.1505e+14,6.6223e+13
0.526,73.0,31.0,1.0527e+14,8.9568e+13,5.9204e+13
0.5014,20.0,31.0,9.6386e+13,8.1609e+13,5.1882e+13
0.4756,53.0,31.0,8.5669e+13,7.8086e+13,5.2889e+13
0.4517,9.0,31.0,8.1427e+13,7.4795e+13,5.0157e+13
0.4252,5.0,31.0,7.4953e+13,6.9183e+13,4.4981e+13
0.4005,23.0,31.0,6.9474e+13,6.6618e+13,4.6095e+13
0.3772,355.0,31.0,6.1855e+13,5.9508e+13,4.2987e+13
0.3504,1437.0,31.0,4.8408e+13,4.6639e+13,2.2834e+13
0.3255,169.0,31.0,,,
0.3001,3563.0,31.0,,,
0.2762,2721.0,31.0,,,
0.2519,1252.0,31.0,,,
0.2268,572.0,31.0,,,
0.2004,1098.0,31.0,,,
1.0005,32.0,32.0,9.5432e+14,6.6016e+14,4.8303e+14
0.9764,50.0,32.0,9.3344e+14,6.3129e+14,4.408e+14
0.951,33.0,32.0,9.0128e+14,5.9069e+14,4.2039e+14
0.9265,53.0,32.0,8.7344e+14,5.756e+14,4.2052e+14
0.9001,14.0,32.0,8.3354e+14,5.6922e+14,4.3861e+14
0.8783,71.0,32.0,7.9564e+14,5.7908e+14,4.3992e+14
0.8514,127.0,32.0,7.8861e+14,5.7993e+14,4.2467e+14
0.8264,32.0,32.0,7.8135e+14,5.6233e+14,4.1828e+14
0.8011,46.0,32.0,7.6964e+14,5.6922e+14,4.1256e+14
0.778,46.0,32.0,7.5217e+14,5.7882e+14,3.8514e+14
0.7511,37.0,32.0,7.479e+14,6.0716e+14,3.8238e+14
0.7263,32.0,32.0,7.1051e+14,6.2393e+14,4.2107e+14
0.7015,18.0,32.0,6.7548e+14,6.0894e+14,4.0296e+14
0.675,87.0,32.0,6.345e+14,5.479e+14,4.3305e+14
0.6503,111.0,32.0,5.8269e+14,5.1131e+14,3.8464e+14
0.6259,8.0,32.0,5.1299e+14,3.9974e+14,1.938e+14
0.6001,53.0,32.0,3.1299e+14,2.6427e+14,1.8715e+14
0.5753,137.0,32.0,2.7774e+14,2.4637e+14,1.7223e+14
0.5517,128.0,32.0,2.5741e+14,2.2503e+14,1.3124e+14
0.526,84.0,32.0,2.0451e+14,1.8033e+14,1.2153e+14
0.5014,74.0,32.0,1.8093e+14,1.6357e+14,1.1142e+14
0.4756,164.0,32.0,1.4918e+14,1.292e+14,6.7662e+13
0.4517,353.0,32.0,1.0265e+14,9.129e+13,5.9909e+13
0.4252,45.0,32.0,7.9681e+13,7.2739e+13,4.3206e+13
0.4005,225.0,32.0,6.6227e+13,6.2644e+13,3.853e+13
0.3772,146.0,32.0,5.6791e+13,5.5162e+13,4.1484e+13
0.3504,468.0,32.0,4.3539e+13,4.205e+13,1.8411e+13
0.3255,291.0,32.0,,,
0.3001,895.0,32.0,,,
0.2762,953.0,32.0,,,
1.0005,33.0,33.0,1.3951e+15,1.0319e+15,6.3724e+14
0.9764,93.0,33.0,1.3687e+15,1.0398e+15,7.0273e+14
0.951,96.0,33.0,1.3303e+15,1.0183e+15,6.4841e+14
0.9265,96.0,33.0,1.281e+15,9.7973e+14,6.4165e+14
0.9001,16.0,33.0,1.2204e+15,9.6236e+14,6.8201e+14
0.8783,53.0,33.0,1.174e+15,9.0901e+14,6.8398e+14
0.8514,43.0,33.0,1.1039e+15,7.9959e+14,6.056e+14
0.8264,70.0,33.0,9.893e+14,7.0741e+14,3.9546e+14
0.8011,184.0,33.0,9.1529e+14,5.5522e+14,3.6234e+14
0.778,42.0,33.0,7.9242e+14,5.3607e+14,3.2938e+14
0.7511,84.0,33.0,6.9981e+14,5.3738e+14,3.4646e+14
0.7263,96.0,33.0,6.5488e+14,5.5983e+14,3.7873e+14
0.7015,117.0,33.0,6.3701e+14,5.6066e+14,3.9389e+14
0.675,143.0,33.0,6.0138e+14,5.2898e+14,3.6953e+14
0.6503,94.0,33.0,5.4201e+14,4.8783e+14,3.3856e+14
0.6259,169.0,33.0,4.9002e+14,4.3947e+14,3.1591e+14
0.6001,60.0,33.0,4.211e+14,3.764e+14,2.4232e+14
0.5753,29.0,33.0,3.2315e+14,2.9209e+14,2.1268e+14
0.5517,108.0,33.0,2.7592e+14,2.4335e+14,1.4818e+14
0.526,99.0,33.0,1.8322e+14,1.5292e+14,1.0029e+14
0.5014,150.0,33.0,1.3865e+14,1.2443e+14,9.0207e+13
0.4756,290.0,33.0,1.207e+14,1.1309e+14,8.509e+13
0.4517,166.0,33.0,1.0647e+14,1.0055e+14,7.7227e+13
0.4252,13.0,33.0,9.5996e+13,8.8937e+13,5.6709e+13
0.4005,10.0,33.0,8.6239e+13,8.2398e+13,5.4835e+13
0.3772,551.0,33.0,7.8788e+13,7.7411e+13,6.1693e+13
0.3504,2093.0,33.0,6.2872e+13,6.1096e+13,3.7082e+13
0.3255,368.0,33.0,,,
0.3001,1658.0,33.0,,,
0.2762,197.0,33.0,,,
0.2519,1950.0,33.0,,,
0.2268,157.0,33.0,,,
0.2004,8478.0,33.0,,,
1.0005,34.0,34.0,8.1489e+14,5.757e+14,3.8374e+14
0.9764,147.0,34.0,8.0952e+14,6.1111e+14,3.9307e+14
0.951,229.0,34.0,7.9526e+14,6.4998e+14,4.2349e+14
0.9265,44.0,34.0,7.8218e+14,6.6135e+14,4.7571e+14
0.9001,256.0,34.0,7.6228e+14,6.2204e+14,4.91e+14
0.8783,166.0,34.0,7.4561e+14,6.1421e+14,4.6542e+14
0.8514,140.0,34.0,7.185e+14,5.7238e+14,4.1388e+14
0.8264,293.0,34.0,6.8388e+14,4.631e+14,2.7086e+14
0.8011,103.0,34.0,5.9976e+14,3.5316e+14,1.9974e+14
